LSOA_Code,LSOA_Name,Borough,Mean_AI,Median_AI,Min_AI,Max_AI,PTAL_2023,PTAL_Score
E01000040,Barking and Dagenham 019A,Barking & Dagenham,10.235355440100063,10.610810624357985,3.872997536506234,12.362821700428704,3,4
E01000041,Barking and Dagenham 017A,Barking & Dagenham,6.439646296921627,6.498861516375092,3.716068877068278,9.146042267675774,2,3
E01000042,Barking and Dagenham 017B,Barking & Dagenham,10.47201099798021,9.812334990846423,8.484247932025596,14.499437355027588,3,4
E01000043,Barking and Dagenham 019B,Barking & Dagenham,10.501711356950326,10.449050819328193,7.2774160199834,13.521657390213386,3,4
E01000044,Barking and Dagenham 016D,Barking & Dagenham,15.684511325513377,8.496110732448482,3.437635518874717,33.66748668061418,4,5
E01000045,Barking and Dagenham 017C,Barking & Dagenham,7.815944336484479,7.05364882833533,3.325828580275447,13.0666863349843,2,3
E01000046,Barking and Dagenham 017D,Barking & Dagenham,6.706978787915711,6.793036153171007,4.133467913776144,9.098002953484157,2,3
E01000049,Barking and Dagenham 021C,Barking & Dagenham,7.744166391961137,8.574389934677445,3.634832977786611,12.003633690154771,2,3
E01000050,Barking and Dagenham 019C,Barking & Dagenham,26.303714237067627,27.85384854262104,9.515273414352748,33.53385655194017,6a,7
E01000051,Barking and Dagenham 021D,Barking & Dagenham,26.822967014313274,30.376969610453585,9.311023548184204,36.01264052894425,6a,7
E01000052,Barking and Dagenham 019D,Barking & Dagenham,10.792645666315511,10.153351967681097,2.316300090409892,26.420866644093895,3,4
E01000053,Barking and Dagenham 020A,Barking & Dagenham,6.940215675971763,7.429915302930546,0.0,15.165211374076655,2,3
E01000054,Barking and Dagenham 018A,Barking & Dagenham,6.517076773110478,6.928317638766554,0.0,9.531854135165066,2,3
E01000055,Barking and Dagenham 018B,Barking & Dagenham,8.216811272418939,8.640397569558731,4.380005425591905,10.259916578730984,2,3
E01000056,Barking and Dagenham 018C,Barking & Dagenham,1.974311409596956,0.0,0.0,6.350872429924064,1a,1
E01000057,Barking and Dagenham 012A,Barking & Dagenham,10.54193246321388,10.669097874177124,8.166134699217515,12.546962830767397,3,4
E01000058,Barking and Dagenham 018D,Barking & Dagenham,7.331696029803425,7.625892236463663,2.40460698272614,9.418131379189052,2,3
E01000059,Barking and Dagenham 013C,Barking & Dagenham,6.588941132924751,6.732396938412048,0.0,11.276159929689372,2,3
E01000060,Barking and Dagenham 006B,Barking & Dagenham,6.265886772837833,4.556463903916891,0.0,14.866357233301253,2,3
E01000061,Barking and Dagenham 006C,Havering,7.66904151367991,8.267764902064808,0.0,15.133638596528913,2,3
E01000062,Barking and Dagenham 006D,Barking & Dagenham,5.840930497546752,5.791140257554716,3.650599047684989,9.432637730377431,2,3
E01000063,Barking and Dagenham 004A,Barking & Dagenham,9.287538668886429,9.457971571855982,6.384228617486285,11.639945483468509,2,3
E01000064,Barking and Dagenham 006E,Barking & Dagenham,4.327251887848014,4.407817019435859,1.994386573506843,6.881679932032213,1b,2
E01000065,Barking and Dagenham 007A,Barking & Dagenham,8.065227171710346,8.331546179049978,4.264897917897326,10.896269076752557,2,3
E01000066,Barking and Dagenham 011A,Barking & Dagenham,4.56889059727212,5.479836376906041,0.0,9.358329891567148,1b,2
E01000067,Barking and Dagenham 011B,Barking & Dagenham,8.17616397238242,8.186911531800163,5.736388400390189,11.277104063074368,2,3
E01000068,Barking and Dagenham 016E,Barking & Dagenham,20.968156900839126,22.492691697840208,5.125409515947846,34.989723376230785,5,6
E01000069,Barking and Dagenham 011C,Barking & Dagenham,9.716606106551636,9.152606483391924,6.730383327315142,13.12689265174361,2,3
E01000070,Barking and Dagenham 011D,Redbridge,10.843238571333218,9.555126797422894,0.0,23.566271758702094,3,4
E01000071,Barking and Dagenham 011E,Barking & Dagenham,8.80541662355587,8.830279132033542,0.0,15.514703847701291,2,3
E01000072,Barking and Dagenham 017E,Barking & Dagenham,4.78405327361788,4.108711726179529,2.043636657013349,8.814134530379944,1b,2
E01000073,Barking and Dagenham 012B,Barking & Dagenham,4.665079789164368,4.293937137953026,1.948007634315742,8.242055494811474,1b,2
E01000074,Barking and Dagenham 012C,Barking & Dagenham,5.714756496372334,4.208468977136921,1.971254069926845,11.688754809467351,2,3
E01000075,Barking and Dagenham 012D,Barking & Dagenham,9.637009835207,9.505477090604776,4.282042951027127,14.750655620188237,2,3
E01000076,Barking and Dagenham 012E,Barking & Dagenham,6.546571221414228,7.442516609722249,2.024105263760225,10.819936965645956,2,3
E01000077,Barking and Dagenham 008F,Barking & Dagenham,9.250656163493185,8.984154421326034,7.027824817067044,11.979007695317076,2,3
E01000078,Barking and Dagenham 007B,Barking & Dagenham,8.451372096525814,8.250767889006243,6.882041881817394,10.622776248651297,2,3
E01000079,Barking and Dagenham 009E,Barking & Dagenham,6.448516994556689,5.952085228371337,2.093981556750387,11.869886909759522,2,3
E01000080,Barking and Dagenham 007C,Barking & Dagenham,6.825101066119953,7.460501149598679,2.464826453976551,12.809558258812286,2,3
E01000081,Barking and Dagenham 007D,Barking & Dagenham,6.402176940360137,6.505420392194298,2.45213708736834,9.17881288641206,2,3
E01000082,Barking and Dagenham 007E,Barking & Dagenham,7.08021278471816,6.606322451601987,4.962599432966423,10.595758150565196,2,3
E01000083,Barking and Dagenham 007F,Barking & Dagenham,8.957242844442279,9.123159093648074,7.483250462556803,10.596931571068335,2,3
E01000084,ZBarking and Dagenham 013D,Barking & Dagenham,14.600066486378456,14.542367922818627,11.020250044485955,21.301492229727494,3,4
E01000085,Barking and Dagenham 013E,Barking & Dagenham,13.961914345712946,13.122048186217764,11.953736145655302,17.46063903867333,3,4
E01000086,Barking and Dagenham 013F,Barking & Dagenham,11.716731786076844,11.976343147080216,5.835344884453125,14.685369541846168,3,4
